year,total_stock_change,co2_removals,sawnwood_domestic_inflow,woodpanels_domestic_inflow,paper_domestic_inflow,sawnwood_domestic_stock,woodpanel_domestic_stock,paper_domestic_stock,sawnwood_domestic_stock_change,woodpanels_domestic_stock_change,paper_domestic_stock_change,domestic_stock_change,domestic_co2_removals,sawnwood_export_inflow,woodpanels_export_inflow,paper_export_inflow,sawnwood_export_stock,woodpanel_export_stock,paper_export_stock,sawnwood_export_stock_change,woodpanels_export_stock_change,paper_export_stock_change,export_stock_change,export_co2_removals
1910,461891.9561097673,-1693603.8390691467,491971.63862012734,23109.172910459278,60973.75699490103,4184204.317867691,189392.42024699168,165227.64580243366,413184.69068395626,18107.969801221363,4434.333418650902,435726.99390382855,-1597665.6443140379,29537.74164646337,1387.4636777988242,3717.515615635293,251217.6240155646,11371.030238134521,10073.782290577406,24807.411012406403,1087.1938374956462,270.3573560367404,26164.962205938788,-95938.19475510888
1911,460456.2153592176,-1688339.4563171312,499456.78096459026,23460.769293500285,61901.44715944714,4596698.219356302,207351.99362024484,169147.1943704014,412493.901488611,17959.573373253166,3919.5485679677513,434373.02342983196,-1592701.0859093838,29987.146009238975,1408.5733563063593,3774.0760580803903,275983.56037540466,12449.314425141212,10312.753673116284,24765.936359840067,1078.2841870066914,238.97138253887715,26083.191929385634,-95638.37040774732
1912,459336.8865799685,-1684235.2507932177,507055.80661353393,23817.715068189646,62843.25174114271,5008627.640632252,225172.504387634,172714.66333145235,411929.42127595004,17820.510767389147,3567.4689610509377,433317.4010043901,-1588830.4703494303,30443.387871092847,1430.0042097273874,3831.4970439583462,300715.60561352706,13519.249359869425,10530.259075844053,24732.045238122402,1069.9349347282132,217.50540272776925,26019.485575578383,-95404.7804437874
1913,458482.6091891066,-1681102.9003600576,514770.4482537187,24180.09162327988,63799.385484930695,5420118.129478335,242863.11140822753,176045.28415014228,411490.4888460832,17690.60702059354,3330.620818689931,432511.71668536664,-1585876.294513011,30906.571261708537,1451.7611246036445,3889.7916660769233,325421.2975587035,14581.384935832735,10733.324058444276,24705.691945176455,1062.1355759633097,203.06498260022272,25970.892503739986,-95226.60584704661
1914,457856.8279004255,-1678808.3689682267,522602.46493400796,24547.981585819278,64770.06640300837,5831294.513506902,260432.80458371845,179220.72202101178,411176.384028567,17569.693175490916,3175.4378708695003,431921.5150749275,-1583712.2219414008,31376.801793537634,1473.8490618235508,3948.9732164454654,350108.1308010171,15636.260902424785,10926.927675036644,24686.833242313587,1054.8759665920497,193.60361659236878,25935.312825498007,-95096.14702682602
1915,457433.4704150987,-1677256.0581886952,530553.6424664565,24921.468839992052,65755.51582453729,6242280.940781882,277890.41071844095,182298.91000465825,410986.42727497965,17457.606134722504,3078.187983646465,431522.2213933486,-1582248.1451089447,31854.18668588094,1496.2730577533664,4009.0551893056722,374783.559130789,16684.40721675188,11114.602052687731,24675.42832977191,1048.146314327094,187.67437765108662,25911.24902175009,-95007.91307975032
1916,457193.8909358126,-1676377.6000979794,538625.7938335013,25300.63854624513,66755.95844610939,6653200.920047419,295244.5992380086,185321.00285468885,410919.9792655371,17354.18851956766,3022.0928500306036,431296.26063513535,-1581419.6223288295,32338.834789335982,1519.038225385553,4070.051284208475,399454.9979538865,17726.34438697728,11298.856360042091,24671.438823097502,1041.9371702253993,184.2543073543602,25897.63030067726,-94957.97776914995
1917,457124.70875860896,-1676123.9321148994,546820.7596013474,25685.577160705947,67771.62238298118,7064177.360576965,312503.8877707271,188316.29415921285,410976.44052954577,17259.288532718492,2995.2913045239984,431231.02036678826,-1581180.4080115568,32830.85661061653,1542.1497555046108,4131.975409137733,424129.8266842438,18762.583807426563,11481.4766010562,24674.828730357287,1036.2394204492848,182.62024101410861,25893.68839182068,-94943.5241033425
1918,457216.2797855706,-1676459.692547092,555140.4083396435,26076.3724548957,68802.73922108715,7475332.611656511,329676.6475958256,191305.6933288919,411155.2510795463,17172.759825098503,2989.3991696790617,431317.4100743239,-1581497.1702725207,33330.364337749685,1565.6129178706503,4194.841683681452,448815.3911144157,19793.62808569682,11663.73760386071,24685.564430171915,1031.0442782702557,182.261002804511,25898.869711246683,-94962.52227457117
1919,457461.6155853017,-1677359.257146106,563586.6370475426,26473.113535742516,69849.54406984481,7886788.501715439,346771.1089624441,194304.18424339488,411455.89005892817,17094.461366618518,2998.490914502967,431548.8423400497,-1582345.7552468488,33837.4718656564,1589.4330624209756,4258.664442251254,473519.00576497585,20819.9713620061,11846.552922243296,24703.614650560135,1026.3432763092824,182.81531838258525,25912.773245252003,-95013.50189925735
1920,457855.6189226623,-1678803.9360497617,572161.371586245,26875.89086589907,70912.2756157629,8298666.377118334,363795.3662832114,197322.5638222831,411877.8754028948,17024.25732076727,3018.3795788882126,431920.51230255025,-1583708.545109351,34352.2948221211,1613.6156204899437,4323.4582373508265,498247.95621355803,21842.099621013353,12030.580834765893,24728.95044858218,1022.1282590072515,184.02791252259703,25935.10662011203,-95095.39094041077
